site_code,individual,leaf_number,surface,random_number,angle,length_pixels
mmrd,i5,l1,upper,2,25.201,19.09
mmrd,i5,l1,upper,3,-6.34,18.049
mmrd,i5,l1,upper,4,-12.529,17.653
mmrd,i5,l1,upper,5,122.905,20.069
mmrd,i5,l2,lower,1,36.027,13.75
mmrd,i5,l2,lower,2,48.013,13.829
mmrd,i5,l2,lower,3,85.601,13.521
mmrd,i5,l2,lower,4,109.654,14.718
mmrd,i5,l2,lower,5,36.87,14.603
mmrd,i5,l2,upper,1,50.528,22.568
mmrd,i5,l2,upper,2,2.862,20.006
mmrd,i5,l2,upper,3,-105.524,18.738
mmrd,i5,l2,upper,4,-72.474,20.477
mmrd,i5,l2,upper,5,-35.218,20.872
mmrd,i6,l1,lower,1,-65.225,14.091
mmrd,i6,l1,lower,2,-26.565,13.306
mmrd,i6,l1,lower,3,82.875,15.821
mmrd,i6,l1,lower,4,-3.814,14.784
mmrd,i6,l1,lower,5,85.601,13.086
mmrd,i6,l1,upper,1,14.621,23.947
mmrd,i6,l1,upper,2,-36.87,20.402
mmrd,i6,l1,upper,3,-3.013,19.047
mmrd,i6,l1,upper,4,45,18.862
mmrd,i6,l1,upper,5,-20.854,22.006
mmrd,i6,l2,lower,1,-12.095,14.372
mmrd,i6,l2,lower,2,-39.289,13.64
mmrd,i6,l2,lower,3,-36.87,14.758
mmrd,i6,l2,lower,4,26.565,14.162
mmrd,i6,l2,lower,5,10.62,16.221
mmrd,i6,l2,upper,1,-70.56,18.434
mmrd,i6,l2,upper,2,53.746,18.106
mmrd,i6,l2,upper,3,-23.962,18.953
mmrd,i6,l2,upper,4,28.301,14.427
mmrd,i6,l2,upper,5,37.569,16.451
mmrd,i7,l1,lower,1,40.236,17.467
mmrd,i7,l1,lower,2,-124.509,18.49
mmrd,i7,l1,lower,3,-13.392,21.524
mmrd,i7,l1,lower,4,-26.565,20.423
mmrd,i7,l1,lower,5,39.472,22.375
mmrd,i7,l1,upper,1,-53.746,19.003
mmrd,i7,l1,upper,2,-50.906,20.669
mmrd,i7,l1,upper,3,77.196,21.769
mmrd,i7,l1,upper,4,15.524,19.1
mmrd,i7,l1,upper,5,-68.749,19.195
mmrd,i7,l2,lower,1,-30.256,14.063
mmrd,i7,l2,lower,2,28.072,17.904
mmrd,i7,l2,lower,3,-50.711,14.395
mmrd,i7,l2,lower,4,12.995,13.44
mmrd,i7,l2,lower,5,-73.61,18.133
mmrd,i7,l2,upper,1,87.51,22.343
mmrd,i7,l2,upper,2,29.358,18.068
mmrd,i7,l2,upper,3,16.699,20.881
mmrd,i7,l2,upper,4,-40.914,19.163
mmrd,i7,l2,upper,5,112.834,20.804
mmrd,i8,l1,lower,1,-19.654,14.67
mmrd,i8,l1,lower,2,55.305,15.67
mmrd,i8,l1,lower,3,-72.897,13.993
mmrd,i8,l1,lower,4,33.69,17.757
mmrd,i8,l1,lower,5,45,15.734
mmrd,i8,l1,upper,1,-66.801,15.232
mmrd,i8,l1,upper,2,-57.095,20.248
mmrd,i8,l1,upper,3,35.538,16.55
mmrd,i8,l1,upper,4,50.194,15.585
mmrd,i8,l1,upper,5,5.711,20.177
mmrd,i8,l2,lower,1,-57.995,19.425
mmrd,i8,l2,lower,2,-86.186,14.678
mmrd,i8,l2,lower,3,90,15.847
mmrd,i8,l2,lower,4,-53.973,13.73
mmrd,i8,l2,lower,5,-59.744,14.577
mmrd,i8,l2,upper,1,12.265,23.364
mmrd,i8,l2,upper,2,-26.565,19.827
mmrd,i8,l2,upper,3,43.025,20.989
mmrd,i8,l2,upper,4,13.392,20.691
mmrd,i8,l2,upper,5,37.405,21.605
